pair	gold_file	pred_file	sent_id	token_id	form	gold_head	pred_head	gold_deprel	pred_deprel
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:0:0:104	18	tetamawara-itá	14	15	nmod	obl
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:0:0:105	1	Mayé	3	6	det	advmod
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:0:0:105	2	waá	1	3	fixed	nmod:poss
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:0:0:122	6	rundewara-itá	0	15	root	nmod:poss
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:0:0:122	8	aintá	6	15	expl	nsubj
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:0:0:122	13	rundewara-itá	15	15	nsubj	nmod:poss
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:0:0:122	15	rakakwerawara	6	0	conj	root
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:0:0:122	17	aintá	15	15	expl	nsubj
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:0:0:124	17	ixé	16	16	obl	iobj
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:0:0:125	2	aikwé	3	0	advmod	root
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:0:0:125	3	urikú	0	2	root	parataxis
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:13:2:131	7	upitá	4	1	acl:relcl	parataxis
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:13:2:131	10	rangawa	7	7	nsubj	obj
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:0:0:135	2	nhaã	1	8	det	nsubj
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:0:0:135	4	waá	3	3	nsubj	obj
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:0:0:142	2	piaiwasawa	3	3	obj	nsubj
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:0:0:142	11	akwáu	3	3	parataxis	advcl
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:0:0:142	12	indé	14	11	nsubj	obj
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:0:0:142	14	pitúa	11	11	ccomp	obj
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:0:0:142	16	waá	15	15	nsubj	obj
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:0:0:142	17	taína	15	15	obj	obl
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:0:0:155	6	penhẽ	5	5	iobj	obl
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:0:0:179	19	xake	12	12	discourse	conj
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:0:0:191	1	Kunhamukú	3	4	acl:relcl	advcl
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:21:1:200	4	uyana	2	2	xcomp	parataxis
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:22:2:211	15	umusãi	10	2	acl:relcl	parataxis
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:0:0:220	13	ixé	14	12	nsubj	obj
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:0:0:220	14	amanú	12	12	ccomp	parataxis
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:0:0:228	3	umuyasuka	1	0	advcl:relcl	root
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:0:0:228	13	umuyasuka	0	3	root	parataxis
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:0:0:250	4	amú-tetamawara	1	1	nsubj	obj
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:0:0:260	4	ara	0	7	root	obl
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:0:0:260	7	muyuí	4	0	vocative	root
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:0:0:265	5	umaã	11	0	advcl	root
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:0:0:265	11	sukuriú	0	12	root	nsubj
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:0:0:265	12	umamana	11	5	acl:relcl	parataxis
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:0:0:287	7	umeẽ	3	3	ccomp	advcl
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:26:2:303	1	Aité	3	3	det	nsubj
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:26:2:303	7	amú	3	3	parataxis	conj
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:0:0:305	15	aintá	16	16	expl	nsubj
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:0:0:367	2	kuẽma	4	3	obl	nmod:poss
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:0:0:367	8	puxiwera	4	4	parataxis	conj
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:0:0:370	2	uwiké	8	0	advcl	root
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:0:0:370	3	sawa	2	2	nsubj	obj
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:0:0:370	8	yarikuté	0	2	root	parataxis
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:0:0:391	4	upuãmu	7	0	advcl	root
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:0:0:391	7	asú	0	4	root	parataxis
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:33:1:420	1	Usika	8	0	advcl	root
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:33:1:420	8	usikari	0	1	root	parataxis
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:36:1:452	12	Oh	13	8	discourse	ccomp
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:36:1:452	13	mikura	8	12	ccomp	conj
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:0:0:547	3	iwaté	0	10	root	acl:relcl
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:0:0:547	10	waá	13	0	nsubj	root
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:0:0:547	13	ara	7	10	acl:relcl	obl
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:0:0:552	8	umunhã	5	2	acl:relcl	advcl
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:0:0:590	11	panakú	10	12	obj	nmod:poss
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:0:0:597	17	upitá	16	16	parataxis	ccomp
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:45:2:616	3	utikanga	2	2	ccomp	parataxis
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:0:0:642	3	Santa	4	1	amod	ccomp
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:0:0:654	4	mirá	3	6	obj	nmod:poss
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:0:0:654	10	umaité	0	13	root	advcl
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:0:0:654	13	umanú	10	0	ccomp	root
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:0:0:654	21	hê	19	19	discourse	conj
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:0:0:666	7	yandé	5	5	nsubj	parataxis
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:0:0:726	3	Jesus	1	4	obj	nmod:poss
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:0:0:726	4	Cristo	3	1	flat	obj
fold-1	test-1.conllu	test-1.out.conllu	Avila2021:0:0:726	9	masuí	7	7	csubj	obl
fold-1	test-1.conllu	test-1.out.conllu	NTLN2019:0:0:10	14	kunhã	4	4	dislocated	nsubj
fold-1	test-1.conllu	test-1.out.conllu	NTLN2019:0:0:10	18	uyuká	16	16	ccomp	advcl
fold-1	test-1.conllu	test-1.out.conllu	NTLN2019:0:0:11	4	ambeú	2	2	csubj	parataxis
fold-1	test-1.conllu	test-1.out.conllu	NTLN2019:0:0:11	16	ambeú	14	14	csubj	parataxis
fold-1	test-1.conllu	test-1.out.conllu	NTLN2019:0:0:11	18	Repuãmu	16	16	ccomp	parataxis
fold-1	test-1.conllu	test-1.out.conllu	NTLN2019:2:10:21	3	usupiri	10	0	advcl	root
fold-1	test-1.conllu	test-1.out.conllu	NTLN2019:2:10:21	10	axari	0	3	root	parataxis
fold-1	test-1.conllu	test-1.out.conllu	NTLN2019:2:10:21	12	aintá	13	13	expl	nsubj
fold-1	test-1.conllu	test-1.out.conllu	NTLN2019:2:10:21	13	uri	10	10	ccomp	parataxis
fold-1	test-1.conllu	test-1.out.conllu	NTLN2019:2:10:21	17	aintá	13	13	nsubj	obj
fold-1	test-1.conllu	test-1.out.conllu	NTLN2019:0:0:24	4	penhẽ	6	1	dislocated	nsubj
fold-1	test-1.conllu	test-1.out.conllu	NTLN2019:0:0:24	8	penhẽ	6	6	nsubj	obj
fold-1	test-1.conllu	test-1.out.conllu	NTLN2019:0:0:24	19	aintá	20	20	expl	nsubj
fold-1	test-1.conllu	test-1.out.conllu	NTLN2019:0:0:36	15	yapurandú	10	10	ccomp	parataxis
fold-1	test-1.conllu	test-1.out.conllu	NTLN2019:0:0:36	16	waá	15	15	obl	obj
fold-1	test-1.conllu	test-1.out.conllu	NTLN2019:0:0:36	23	pura-itá	15	15	dislocated	obj
fold-1	test-1.conllu	test-1.out.conllu	NTLN2019:0:0:36	28	mundawasú	29	26	nsubj	obj
fold-1	test-1.conllu	test-1.out.conllu	NTLN2019:0:0:36	31	waá	26	29	ccomp	obj
fold-1	test-1.conllu	test-1.out.conllu	NTLN2019:5:5:41	4	usú	3	3	ccomp	xcomp
fold-1	test-1.conllu	test-1.out.conllu	NTLN2019:5:5:41	8	umbeú	3	4	conj	xcomp
fold-1	test-1.conllu	test-1.out.conllu	NTLN2019:5-8:22:22	2	sasiára	3	0	advcl	root
fold-1	test-1.conllu	test-1.out.conllu	NTLN2019:5-8:22:22	3	remanduári	0	2	root	parataxis
fold-1	test-1.conllu	test-1.out.conllu	NTLN2019:5-8:22:22	13	uputari	9	9	ccomp	advcl
fold-1	test-1.conllu	test-1.out.conllu	NTLN2019:5-8:22:22	22	piá	20	16	nmod	obl
fold-1	test-1.conllu	test-1.out.conllu	Cruz2011:0:0:27	2	aria	4	4	vocative	nsubj
fold-1	test-1.conllu	test-1.out.conllu	Cruz2011:0:0:27	5	indé	4	4	obl	nsubj
fold-1	test-1.conllu	test-1.out.conllu	Cruz2011:0:0:67	2	Arikú	9	0	ccomp	root
fold-1	test-1.conllu	test-1.out.conllu	Cruz2011:0:0:67	6	mamãe	2	9	vocative	ccomp
fold-1	test-1.conllu	test-1.out.conllu	Cruz2011:0:0:67	9	unheẽ	0	2	root	parataxis
fold-1	test-1.conllu	test-1.out.conllu	Cruz2011:0:0:71	5	patrão	2	2	nsubj	obj
fold-1	test-1.conllu	test-1.out.conllu	Cruz2011:0:0:102	4	yandé	3	3	iobj	obl
fold-1	test-1.conllu	test-1.out.conllu	Cruz2011:0:0:104	1	Manungara	5	5	obj	nsubj
fold-1	test-1.conllu	test-1.out.conllu	Cruz2011:0:0:104	6	penhẽ	5	5	iobj	obl
fold-1	test-1.conllu	test-1.out.conllu	Cruz2011:0:0:116	6	nẽ	5	7	obj	advmod
fold-1	test-1.conllu	test-1.out.conllu	Cruz2011:0:0:116	7	manungara	6	5	fixed	obj
fold-1	test-1.conllu	test-1.out.conllu	Cruz2011:0:0:123	4	Aline	2	2	vocative	obj
fold-1	test-1.conllu	test-1.out.conllu	Cruz2011:0:0:152	3	upurakí	1	1	parataxis	xcomp
fold-1	test-1.conllu	test-1.out.conllu	TerraPreta2013:1:6:6	9	aintá	10	10	expl	nsubj
fold-1	test-1.conllu	test-1.out.conllu	TerraPreta2013:1:6:6	24	ara	25	25	obl	nsubj
fold-1	test-1.conllu	test-1.out.conllu	Casasnovas2006:1:1:1	11	suú	8	15	obj	nsubj
fold-1	test-1.conllu	test-1.out.conllu	Casasnovas2006:1:1:1	15	umbaú	8	8	advcl	ccomp
fold-1	test-1.conllu	test-1.out.conllu	Casasnovas2006:4:10:45	19	apigá	20	17	nmod:poss	obj
fold-1	test-1.conllu	test-1.out.conllu	Casasnovas2006:6:7:66	1	Awá	6	4	dislocated	nsubj
fold-1	test-1.conllu	test-1.out.conllu	Casasnovas2006:6:7:66	4	uruyari	1	0	acl:relcl	root
fold-1	test-1.conllu	test-1.out.conllu	Casasnovas2006:6:7:66	6	tauyuká	0	4	root	parataxis
fold-1	test-1.conllu	test-1.out.conllu	Casasnovas2006:8:15:83	9	surí	6	6	advcl	parataxis
fold-1	test-1.conllu	test-1.out.conllu	Casasnovas2006:9:1:85	9	waá	11	11	obj	nsubj
fold-1	test-1.conllu	test-1.out.conllu	Casasnovas2006:9:5:89	8	manha	9	5	nsubj	obj
fold-1	test-1.conllu	test-1.out.conllu	Casasnovas2006:9:5:89	9	umundú	6	8	advcl:relcl	acl:relcl
fold-1	test-1.conllu	test-1.out.conllu	Casasnovas2006:9:5:89	10	waá	9	9	obl	obj
fold-1	test-1.conllu	test-1.out.conllu	Casasnovas2006:9:22:106	14	arã	13	13	case	fixed
fold-1	test-1.conllu	test-1.out.conllu	Casasnovas2006:9:24:108	7	uikú	8	8	cop	aux
fold-1	test-1.conllu	test-1.out.conllu	Casasnovas2006:9:24:108	8	anhuíra	12	0	advcl	root
fold-1	test-1.conllu	test-1.out.conllu	Casasnovas2006:9:24:108	12	umaã	0	8	root	parataxis
fold-1	test-1.conllu	test-1.out.conllu	Casasnovas2006:9:24:108	13	suixawa	14	12	nsubj	obj
fold-1	test-1.conllu	test-1.out.conllu	Casasnovas2006:9:24:108	14	uxari	12	12	ccomp	parataxis
fold-1	test-1.conllu	test-1.out.conllu	Casasnovas2006:9:24:108	16	i	15	15	obl	iobj
fold-1	test-1.conllu	test-1.out.conllu	Casasnovas2006:9:24:108	19	pepú	15	15	nsubj	obj
fold-1	test-1.conllu	test-1.out.conllu	Casasnovas2006:9:25:109	8	pepú	6	9	obj	nsubj
fold-1	test-1.conllu	test-1.out.conllu	Casasnovas2006:10:6:125	16	maã	18	8	obl	parataxis
fold-1	test-1.conllu	test-1.out.conllu	Casasnovas2006:10:6:125	18	uyatikutikú	11	16	ccomp	acl:relcl
fold-1	test-1.conllu	test-1.out.conllu	Casasnovas2006:10:8:127	16	wainambí	14	14	vocative	obj
fold-1	test-1.conllu	test-1.out.conllu	Casasnovas2006:10:8:127	21	reruyari	14	14	advcl	parataxis
fold-1	test-1.conllu	test-1.out.conllu	Casasnovas2006:11:26:157	3	umbawa	1	1	advcl	parataxis
fold-1	test-1.conllu	test-1.out.conllu	Casasnovas2006:12:14:180	5	murasí	0	10	root	obl
fold-1	test-1.conllu	test-1.out.conllu	Casasnovas2006:12:14:180	9	ta	10	10	expl	nsubj
fold-1	test-1.conllu	test-1.out.conllu	Casasnovas2006:12:14:180	10	upurandú	5	0	acl	root
fold-1	test-1.conllu	test-1.out.conllu	Casasnovas2006:12:14:180	13	Adana	10	10	iobj	obj
fold-1	test-1.conllu	test-1.out.conllu	Casasnovas2006:12:18:184	6	upurandú	12	0	advcl	root
fold-1	test-1.conllu	test-1.out.conllu	Casasnovas2006:12:18:184	12	upisika	0	6	root	parataxis
fold-1	test-1.conllu	test-1.out.conllu	Casasnovas2006:12:18:184	13	igara	12	14	obj	nsubj
fold-1	test-1.conllu	test-1.out.conllu	Casasnovas2006:12:19:185	1	Usika	10	0	advcl	root
fold-1	test-1.conllu	test-1.out.conllu	Casasnovas2006:12:19:185	10	usikari	0	1	root	parataxis
fold-1	test-1.conllu	test-1.out.conllu	Casasnovas2006:12:22:188	5	aintá	6	1	det	obj
fold-1	test-1.conllu	test-1.out.conllu	Casasnovas2006:12:22:188	6	mukũi	1	8	obj	nummod
fold-1	test-1.conllu	test-1.out.conllu	Casasnovas2006:12:22:188	8	ta	13	13	expl	nsubj
fold-1	test-1.conllu	test-1.out.conllu	Casasnovas2006:12:22:188	13	pitera	6	1	acl:relcl	obl
fold-1	test-1.conllu	test-1.out.conllu	Casasnovas2006:12:23:189	2	piaiwasawa	6	6	obl	nsubj
fold-1	test-1.conllu	test-1.out.conllu	Casasnovas2006:12:29:195	11	kapuãmu	9	9	obj	xcomp
fold-1	test-1.conllu	test-1.out.conllu	Casasnovas2006:7:1:1	7	ramunha	5	5	iobj	obj
fold-1	test-1.conllu	test-1.out.conllu	Casasnovas2006:7:1:1	9	tuyué	7	5	appos	iobj
fold-1	test-1.conllu	test-1.out.conllu	Casasnovas2006:7:1:1	15	puxiwera	17	5	amod	ccomp
fold-1	test-1.conllu	test-1.out.conllu	Casasnovas2006:7:1:1	17	marandúa	5	15	ccomp	nsubj
fold-1	test-1.conllu	test-1.out.conllu	Casasnovas2006:7:1:1	18	yandé	17	15	dislocated	nsubj
fold-1	test-1.conllu	test-1.out.conllu	Casasnovas2006:7:2:2	5	ara	6	6	obl	nsubj
fold-1	test-1.conllu	test-1.out.conllu	Casasnovas2006:7:10:10	10	piaíwa	5	5	parataxis	advcl
fold-1	test-1.conllu	test-1.out.conllu	Casasnovas2006:0:0:21	2	apigá	11	3	dislocated	nsubj
fold-1	test-1.conllu	test-1.out.conllu	Casasnovas2006:0:0:21	3	usasá	2	0	acl:relcl	root
fold-1	test-1.conllu	test-1.out.conllu	Casasnovas2006:0:0:21	11	mú	0	3	root	obj
fold-1	test-1.conllu	test-1.out.conllu	Rodrigues1890:1-1-2:150:150	3	xaú	2	2	parataxis	xcomp
fold-1	test-1.conllu	test-1.out.conllu	Rodrigues1890:1-1-3:3:103	2	ara	3	3	obl	nsubj
fold-1	test-1.conllu	test-1.out.conllu	Rodrigues1890:1-1-3:3:103	6	kamunú	3	3	xcomp	parataxis
fold-1	test-1.conllu	test-1.out.conllu	Rodrigues1890:1-1-3:3:103	7	ukaíma	3	6	parataxis	xcomp
fold-1	test-1.conllu	test-1.out.conllu	Rodrigues1890:1-1-8:4:4	4	awa	5	1	nsubj	obj
fold-1	test-1.conllu	test-1.out.conllu	Rodrigues1890:1-1-8:4:4	5	wasú	1	4	parataxis	amod
fold-1	test-1.conllu	test-1.out.conllu	Rodrigues1890:1-1-8:4:4	9	pé	10	7	nsubj	obj
fold-1	test-1.conllu	test-1.out.conllu	Rodrigues1890:1-1-8:4:4	10	uyuíri	7	7	ccomp	parataxis
fold-1	test-1.conllu	test-1.out.conllu	Rodrigues1890:1-1-8:4:4	16	pú	10	10	conj	parataxis
fold-1	test-1.conllu	test-1.out.conllu	Rodrigues1890:1-1-9:155:155	4	aintá	2	2	nsubj	obj
fold-1	test-1.conllu	test-1.out.conllu	Rodrigues1890:1-2-2:101:101	12	ukwáu	11	17	acl:relcl	advcl
fold-1	test-1.conllu	test-1.out.conllu	Rodrigues1890:1-2-2:101:101	16	kwatukasawa	12	17	obj	nsubj
fold-1	test-1.conllu	test-1.out.conllu	Rodrigues1890:1-2-2:101:101	28	kurumiwasú-itá	27	27	iobj	obl
fold-1	test-1.conllu	test-1.out.conllu	Rodrigues1890:1-2-2:101:101	33	taína-itá	32	32	iobj	obl
fold-1	test-1.conllu	test-1.out.conllu	Rodrigues1890:1-2-3:130:130	13	itawasú	11	14	obj	nsubj
fold-1	test-1.conllu	test-1.out.conllu	Rodrigues1890:1-2-3:130:130	19	pewa	21	14	xcomp	parataxis
fold-1	test-1.conllu	test-1.out.conllu	Rodrigues1890:1-2-3:130:130	24	ikú	25	26	cop	aux
fold-1	test-1.conllu	test-1.out.conllu	Rodrigues1890:1-2-3:130:130	25	aape	11	26	parataxis	advmod
fold-1	test-1.conllu	test-1.out.conllu	Rodrigues1890:1-2-3:130:130	27	upaĩ	26	32	nsubj	obj
fold-1	test-1.conllu	test-1.out.conllu	Rodrigues1890:2-11:30:30	2	Indé	0	7	root	nsubj
fold-1	test-1.conllu	test-1.out.conllu	Rodrigues1890:2-11:30:30	5	ruaya	2	2	appos	nsubj
fold-1	test-1.conllu	test-1.out.conllu	Rodrigues1890:2-11:30:30	7	remaã	2	0	parataxis	root
fold-1	test-1.conllu	test-1.out.conllu	Rodrigues1890:2-11:30:30	8	siusí	9	9	obj	nsubj
fold-1	test-1.conllu	test-1.out.conllu	Rodrigues1890:2-11:30:30	11	rerasú	9	7	parataxis	xcomp
fold-1	test-1.conllu	test-1.out.conllu	Rodrigues1890:2-14:30:536	14	paya	16	15	obj	nmod:poss
fold-1	test-1.conllu	test-1.out.conllu	Rodrigues1890:2-14:30:536	16	mukuna	12	12	ccomp	parataxis
fold-1	test-1.conllu	test-1.out.conllu	Stradelli1929:0:0:800	4	unheẽ	6	1	acl:relcl	obj
fold-1	test-1.conllu	test-1.out.conllu	Stradelli1929:0:0:800	5	seẽ	4	4	compound	acl:relcl
fold-1	test-1.conllu	test-1.out.conllu	Stradelli1929:0:0:800	6	waá	1	5	obj	nsubj
fold-1	test-1.conllu	test-1.out.conllu	Magalhaes1876:1:23:23	10	teapú	11	8	nsubj	acl:relcl
fold-1	test-1.conllu	test-1.out.conllu	Magalhaes1876:1:23:23	11	waá	8	10	acl:relcl	nsubj
fold-1	test-1.conllu	test-1.out.conllu	Magalhaes1876:2:4:47	13	aikú	17	11	cop	aux
fold-1	test-1.conllu	test-1.out.conllu	Magalhaes1876:2:4:47	17	wira	11	11	advcl	obl
fold-1	test-1.conllu	test-1.out.conllu	Magalhaes1876:2:12:55	2	tapiira	3	1	nmod:poss	obj
fold-1	test-1.conllu	test-1.out.conllu	Magalhaes1876:2:30:73	11	paraná	12	12	vocative	nsubj
fold-1	test-1.conllu	test-1.out.conllu	Magalhaes1876:2:37:80	2	renuné	1	3	obl	nmod:poss
fold-1	test-1.conllu	test-1.out.conllu	Magalhaes1876:2:37:80	3	tapiira	4	1	nmod:poss	obl
fold-1	test-1.conllu	test-1.out.conllu	Amorim1928:19:6:6	8	aikwé	2	10	ccomp	advmod
fold-1	test-1.conllu	test-1.out.conllu	Amorim1928:19:6:6	10	xamaã	8	2	parataxis	ccomp
fold-1	test-1.conllu	test-1.out.conllu	Amorim1928:19:6:6	14	mira	19	10	nsubj	obj
fold-1	test-1.conllu	test-1.out.conllu	Amorim1928:19:6:6	16	waá	15	15	nsubj	obj
fold-1	test-1.conllu	test-1.out.conllu	Amorim1928:19:6:6	17	sikusawa	15	19	obj	nsubj
fold-1	test-1.conllu	test-1.out.conllu	Amorim1928:7-1:64:64	5	wirá-payé	4	4	nsubj	obj
fold-1	test-1.conllu	test-1.out.conllu	Amorim1928:7-1:64:64	10	uikú	12	6	cop	aux
fold-1	test-1.conllu	test-1.out.conllu	Amorim1928:7-1:64:64	12	pisá	6	6	ccomp	obl
fold-1	test-1.conllu	test-1.out.conllu	Amorim1928:2:116:116	4	tapurú	2	5	conj	nsubj
fold-1	test-1.conllu	test-1.out.conllu	Amorim1928:5:286:286	4	urikú	9	0	advcl	root
fold-1	test-1.conllu	test-1.out.conllu	Amorim1928:5:286:286	9	sakwena	0	4	root	parataxis
fold-1	test-1.conllu	test-1.out.conllu	Amorim1928:10:74:74	11	usemu	5	5	conj	parataxis
fold-1	test-1.conllu	test-1.out.conllu	Amorim1928:10:80:80	1	Paraman	6	5	nsubj	vocative
fold-1	test-1.conllu	test-1.out.conllu	Amorim1928:10:80:80	5	sasiára	6	6	xcomp	advcl
fold-1	test-1.conllu	test-1.out.conllu	Sympson1877:0:0:100	4	kunhã	1	1	obj	nsubj
fold-1	test-1.conllu	test-1.out.conllu	Sympson1877:0:0:100	6	waá	5	5	nsubj	obj
fold-1	test-1.conllu	test-1.out.conllu	Hartt1938:0:0:92-1	3	rupirunawa	0	4	root	nsubj
fold-1	test-1.conllu	test-1.out.conllu	Hartt1938:0:0:92-1	4	kwaá	3	0	nsubj	root
fold-1	test-1.conllu	test-1.out.conllu	Hartt1938:0:0:92-2	3	rupirunawa	0	4	root	nsubj
fold-1	test-1.conllu	test-1.out.conllu	Hartt1938:0:0:92-2	4	kwaá	3	0	nsubj	root
fold-1	test-1.conllu	test-1.out.conllu	Hartt1938:0:0:135	2	usú	1	0	acl	root
fold-1	test-1.conllu	test-1.out.conllu	Hartt1938:0:0:135	6	kunhada	0	2	root	obj
fold-1	test-1.conllu	test-1.out.conllu	Hartt1938:0:0:180	2	urikú	1	1	ccomp	parataxis
fold-1	test-1.conllu	test-1.out.conllu	Hartt1938:0:0:240	3	i	4	4	nsubj	expl
fold-1	test-1.conllu	test-1.out.conllu	Hartt1938:0:0:240	5	waá	2	4	obj	nsubj
fold-1	test-1.conllu	test-1.out.conllu	Hartt1938:0:0:297	2	pe	3	3	obj	expl
fold-1	test-1.conllu	test-1.out.conllu	Hartt1938:0:0:343	6	i	7	7	expl	nsubj
fold-1	test-1.conllu	test-1.out.conllu	Hartt1938:0:0:343	8	ikú	7	7	aux	cop
